Name,Image Number,Path
trumbeak1,74,datasets/pokesprites/74.png
mightyena8,75,datasets/pokesprites/75.png
granbull46,76,datasets/pokesprites/76.png
deino8,77,datasets/pokesprites/77.png
electabuzz20,78,datasets/pokesprites/78.png
amaura2,79,datasets/pokesprites/79.png
ekans56,80,datasets/pokesprites/80.png
magmar35,81,datasets/pokesprites/81.png
meowth37,82,datasets/pokesprites/82.png
ledian41,83,datasets/pokesprites/83.png
snorunt33,84,datasets/pokesprites/84.png
silcoon36,85,datasets/pokesprites/85.png
noibat9,86,datasets/pokesprites/86.png
sharpedo40,87,datasets/pokesprites/87.png
slowking48,88,datasets/pokesprites/88.png
heracross47,89,datasets/pokesprites/89.png
bastiodon15,90,datasets/pokesprites/90.png
ledyba26,91,datasets/pokesprites/91.png
shiftry36,92,datasets/pokesprites/92.png
suicune39,93,datasets/pokesprites/93.png
psyduck32,94,datasets/pokesprites/94.png
natu50,95,datasets/pokesprites/95.png
whiscash0,96,datasets/pokesprites/96.png
misdreavus13,97,datasets/pokesprites/97.png
starmie39,98,datasets/pokesprites/98.png
buneary14,99,datasets/pokesprites/99.png
phanpy23,100,datasets/pokesprites/100.png
woobat4,101,datasets/pokesprites/101.png
ekans0,102,datasets/pokesprites/102.png
mantyke21,103,datasets/pokesprites/103.png
unown1056,104,datasets/pokesprites/104.png
masquerain40,105,datasets/pokesprites/105.png
flareon64,106,datasets/pokesprites/106.png
skorupi13,107,datasets/pokesprites/107.png
cacturne45,108,datasets/pokesprites/108.png
charizard12,109,datasets/pokesprites/109.png
sawk11,110,datasets/pokesprites/110.png
primeape35,111,datasets/pokesprites/111.png
larvitar30,112,datasets/pokesprites/112.png
baltoy14,113,datasets/pokesprites/113.png
quagsire22,114,datasets/pokesprites/114.png
bagon33,115,datasets/pokesprites/115.png
ponyta3,116,datasets/pokesprites/116.png
ho-oh41,117,datasets/pokesprites/117.png
blitzle9,118,datasets/pokesprites/118.png
deerling2,119,datasets/pokesprites/119.png
moltres19,120,datasets/pokesprites/120.png
lapras42,121,datasets/pokesprites/121.png
larvesta11,122,datasets/pokesprites/122.png
infernape30,123,datasets/pokesprites/123.png
unown366,124,datasets/pokesprites/124.png
clefable23,125,datasets/pokesprites/125.png
rhydon51,126,datasets/pokesprites/126.png
omastar35,127,datasets/pokesprites/127.png
goldeen41,128,datasets/pokesprites/128.png
nosepass37,129,datasets/pokesprites/129.png
gengar16,130,datasets/pokesprites/130.png
goldeen32,131,datasets/pokesprites/131.png
arbok44,132,datasets/pokesprites/132.png
spearow61,133,datasets/pokesprites/133.png
squirtle45,134,datasets/pokesprites/134.png
unown1103,135,datasets/pokesprites/135.png
lucario33,136,datasets/pokesprites/136.png
starly8,137,datasets/pokesprites/137.png
bastiodon5,138,datasets/pokesprites/138.png
probopass4,139,datasets/pokesprites/139.png
glalie40,140,datasets/pokesprites/140.png
nosepass0,141,datasets/pokesprites/141.png
donphan20,142,datasets/pokesprites/142.png
gible36,143,datasets/pokesprites/143.png
sandshrew74,144,datasets/pokesprites/144.png
arceus312,145,datasets/pokesprites/145.png
lairon2,146,datasets/pokesprites/146.png
leafeon3,147,datasets/pokesprites/147.png
lugia46,148,datasets/pokesprites/148.png
pineco31,149,datasets/pokesprites/149.png
spheal15,150,datasets/pokesprites/150.png
bulbasaur52,151,datasets/pokesprites/151.png
armaldo8,152,datasets/pokesprites/152.png
volcarona0,153,datasets/pokesprites/153.png
vaporeon40,154,datasets/pokesprites/154.png
vibrava7,155,datasets/pokesprites/155.png
chimecho16,156,datasets/pokesprites/156.png
bagon1,157,datasets/pokesprites/157.png
mothim29,158,datasets/pokesprites/158.png
uxie5,159,datasets/pokesprites/159.png
furfrou59,160,datasets/pokesprites/160.png
alakazam9,161,datasets/pokesprites/161.png
shellos34,162,datasets/pokesprites/162.png
skitty4,163,datasets/pokesprites/163.png
terrakion3,164,datasets/pokesprites/164.png
sharpedo29,165,datasets/pokesprites/165.png
arceus81,166,datasets/pokesprites/166.png
vullaby3,167,datasets/pokesprites/167.png
gardevoir38,168,datasets/pokesprites/168.png
quagsire68,169,datasets/pokesprites/169.png
gloom65,170,datasets/pokesprites/170.png
litleo3,171,datasets/pokesprites/171.png
electrode12,172,datasets/pokesprites/172.png
scrafty8,173,datasets/pokesprites/173.png
chinchou54,174,datasets/pokesprites/174.png
carnivine24,175,datasets/pokesprites/175.png
cleffa38,176,datasets/pokesprites/176.png
beedrill30,177,datasets/pokesprites/177.png
granbull48,178,datasets/pokesprites/178.png
machoke26,179,datasets/pokesprites/179.png
garchomp16,180,datasets/pokesprites/180.png
suicune20,181,datasets/pokesprites/181.png
vulpix65,182,datasets/pokesprites/182.png
cradily34,183,datasets/pokesprites/183.png
electivire19,184,datasets/pokesprites/184.png
lapras69,185,datasets/pokesprites/185.png
meditite45,186,datasets/pokesprites/186.png
rotom118,187,datasets/pokesprites/187.png
abra17,188,datasets/pokesprites/188.png
ditto48,189,datasets/pokesprites/189.png
dodrio2,190,datasets/pokesprites/190.png
tangrowth10,191,datasets/pokesprites/191.png
houndoom52,192,datasets/pokesprites/192.png
houndoom83,193,datasets/pokesprites/193.png
azumarill50,194,datasets/pokesprites/194.png
volcarona16,195,datasets/pokesprites/195.png
archen3,196,datasets/pokesprites/196.png
poochyena36,197,datasets/pokesprites/197.png
nincada21,198,datasets/pokesprites/198.png
dratini47,199,datasets/pokesprites/199.png
lumineon59,200,datasets/pokesprites/200.png
pachirisu13,201,datasets/pokesprites/201.png
snorunt5,202,datasets/pokesprites/202.png
blissey49,203,datasets/pokesprites/203.png
liepard0,204,datasets/pokesprites/204.png
unown1158,205,datasets/pokesprites/205.png
absol25,206,datasets/pokesprites/206.png
magnemite67,207,datasets/pokesprites/207.png
regigigas20,208,datasets/pokesprites/208.png
shellder46,209,datasets/pokesprites/209.png
pikachu8,210,datasets/pokesprites/210.png
sylveon7,211,datasets/pokesprites/211.png
talonflame6,212,datasets/pokesprites/212.png
croconaw18,213,datasets/pokesprites/213.png
dustox61,214,datasets/pokesprites/214.png
ralts27,215,datasets/pokesprites/215.png
magnemite60,216,datasets/pokesprites/216.png
gulpin58,217,datasets/pokesprites/217.png
celebi28,218,datasets/pokesprites/218.png
pidgeot65,219,datasets/pokesprites/219.png
karrablast9,220,datasets/pokesprites/220.png
tangela18,221,datasets/pokesprites/221.png
mewtwo76,222,datasets/pokesprites/222.png
skitty13,223,datasets/pokesprites/223.png
charizard65,224,datasets/pokesprites/224.png
sewaddle6,225,datasets/pokesprites/225.png
furret29,226,datasets/pokesprites/226.png
mightyena15,227,datasets/pokesprites/227.png
raikou17,228,datasets/pokesprites/228.png
koffing37,229,datasets/pokesprites/229.png
barboach2,230,datasets/pokesprites/230.png
walrein20,231,datasets/pokesprites/231.png
sewaddle11,232,datasets/pokesprites/232.png
slowpoke7,233,datasets/pokesprites/233.png
torchic19,234,datasets/pokesprites/234.png
zapdos68,235,datasets/pokesprites/235.png
prinplup17,236,datasets/pokesprites/236.png
skorupi2,237,datasets/pokesprites/237.png
cascoon2,238,datasets/pokesprites/238.png
unown61,239,datasets/pokesprites/239.png
kricketune26,240,datasets/pokesprites/240.png
pidove1,241,datasets/pokesprites/241.png
chimchar4,242,datasets/pokesprites/242.png
onix58,243,datasets/pokesprites/243.png
moltres70,244,datasets/pokesprites/244.png
golbat82,245,datasets/pokesprites/245.png
unown923,246,datasets/pokesprites/246.png
solrock7,247,datasets/pokesprites/247.png
crobat36,248,datasets/pokesprites/248.png
unown1089,249,datasets/pokesprites/249.png
ursaring56,250,datasets/pokesprites/250.png
tynamo5,251,datasets/pokesprites/251.png
lopunny26,252,datasets/pokesprites/252.png
exploud31,253,datasets/pokesprites/253.png
bellsprout44,254,datasets/pokesprites/254.png
venusaur80,255,datasets/pokesprites/255.png
seadra69,256,datasets/pokesprites/256.png
lickitung42,257,datasets/pokesprites/257.png
wartortle46,258,datasets/pokesprites/258.png
metapod49,259,datasets/pokesprites/259.png
illumise15,260,datasets/pokesprites/260.png
rhyhorn29,261,datasets/pokesprites/261.png
grimer42,262,datasets/pokesprites/262.png
starly11,263,datasets/pokesprites/263.png
anorith1,264,datasets/pokesprites/264.png
onix15,265,datasets/pokesprites/265.png
volbeat39,266,datasets/pokesprites/266.png
pidgeot45,267,datasets/pokesprites/267.png
poliwag28,268,datasets/pokesprites/268.png
bidoof30,269,datasets/pokesprites/269.png
forretress51,270,datasets/pokesprites/270.png
corphish7,271,datasets/pokesprites/271.png
croconaw36,272,datasets/pokesprites/272.png
weepinbell61,273,datasets/pokesprites/273.png
golurk6,274,datasets/pokesprites/274.png
charmander0,275,datasets/pokesprites/275.png
crobat43,276,datasets/pokesprites/276.png
primeape5,277,datasets/pokesprites/277.png
togepi0,278,datasets/pokesprites/278.png
starmie70,279,datasets/pokesprites/279.png
vaporeon46,280,datasets/pokesprites/280.png
mesprit16,281,datasets/pokesprites/281.png
clefable47,282,datasets/pokesprites/282.png
forretress45,283,datasets/pokesprites/283.png
quagsire11,284,datasets/pokesprites/284.png
clefable2,285,datasets/pokesprites/285.png
cherrim16,286,datasets/pokesprites/286.png
exeggcute52,287,datasets/pokesprites/287.png
larvitar58,288,datasets/pokesprites/288.png
magneton74,289,datasets/pokesprites/289.png
petilil15,290,datasets/pokesprites/290.png
omastar68,291,datasets/pokesprites/291.png
cleffa1,292,datasets/pokesprites/292.png
haunter52,293,datasets/pokesprites/293.png
vileplume45,294,datasets/pokesprites/294.png
rhydon26,295,datasets/pokesprites/295.png
kadabra40,296,datasets/pokesprites/296.png
ninjask7,297,datasets/pokesprites/297.png
pelipper35,298,datasets/pokesprites/298.png
clefairy17,299,datasets/pokesprites/299.png
toxicroak11,300,datasets/pokesprites/300.png
unown939,301,datasets/pokesprites/301.png
garchomp34,302,datasets/pokesprites/302.png
altaria6,303,datasets/pokesprites/303.png
honchkrow32,304,datasets/pokesprites/304.png
pikachu48,305,datasets/pokesprites/305.png
reshiram13,306,datasets/pokesprites/306.png
gorebyss26,307,datasets/pokesprites/307.png
feraligatr36,308,datasets/pokesprites/308.png
fraxure1,309,datasets/pokesprites/309.png
kirlia25,310,datasets/pokesprites/310.png
pupitar7,311,datasets/pokesprites/311.png
snorunt12,312,datasets/pokesprites/312.png
gyarados36,313,datasets/pokesprites/313.png
noibat12,314,datasets/pokesprites/314.png
accelgor9,315,datasets/pokesprites/315.png
parasect36,316,datasets/pokesprites/316.png
turtwig23,317,datasets/pokesprites/317.png
cacturne12,318,datasets/pokesprites/318.png
vespiquen2,319,datasets/pokesprites/319.png
girafarig5,320,datasets/pokesprites/320.png
torchic5,321,datasets/pokesprites/321.png
raichu43,322,datasets/pokesprites/322.png
snover38,323,datasets/pokesprites/323.png
shuppet9,324,datasets/pokesprites/324.png
ledyba69,325,datasets/pokesprites/325.png
chansey7,326,datasets/pokesprites/326.png
silvally39,327,datasets/pokesprites/327.png
cacnea39,328,datasets/pokesprites/328.png
rotom54,329,datasets/pokesprites/329.png
skrelp1,330,datasets/pokesprites/330.png
illumise29,331,datasets/pokesprites/331.png
marowak34,332,datasets/pokesprites/332.png
arbok6,333,datasets/pokesprites/333.png
hypno65,334,datasets/pokesprites/334.png
metapod11,335,datasets/pokesprites/335.png
noivern6,336,datasets/pokesprites/336.png
azumarill1,337,datasets/pokesprites/337.png
luxio41,338,datasets/pokesprites/338.png
psyduck30,339,datasets/pokesprites/339.png
espeon2,340,datasets/pokesprites/340.png
venomoth42,341,datasets/pokesprites/341.png
flygon10,342,datasets/pokesprites/342.png
raichu69,343,datasets/pokesprites/343.png
octillery31,344,datasets/pokesprites/344.png
ninetales12,345,datasets/pokesprites/345.png
seadra59,346,datasets/pokesprites/346.png
unown375,347,datasets/pokesprites/347.png
shiftry28,348,datasets/pokesprites/348.png
camerupt15,349,datasets/pokesprites/349.png
luxray37,350,datasets/pokesprites/350.png
tangela8,351,datasets/pokesprites/351.png
ursaring58,352,datasets/pokesprites/352.png
cranidos9,353,datasets/pokesprites/353.png
buizel10,354,datasets/pokesprites/354.png
quagsire71,355,datasets/pokesprites/355.png
ninetales69,356,datasets/pokesprites/356.png
electivire29,357,datasets/pokesprites/357.png
ditto68,358,datasets/pokesprites/358.png
magneton15,359,datasets/pokesprites/359.png
gabite41,360,datasets/pokesprites/360.png
sandygast7,361,datasets/pokesprites/361.png
weepinbell32,362,datasets/pokesprites/362.png
gliscor30,363,datasets/pokesprites/363.png
arcanine46,364,datasets/pokesprites/364.png
regigigas27,365,datasets/pokesprites/365.png
caterpie39,366,datasets/pokesprites/366.png
ivysaur41,367,datasets/pokesprites/367.png
slaking3,368,datasets/pokesprites/368.png
fearow47,369,datasets/pokesprites/369.png
tarountula0,370,datasets/pokesprites/370.png
shiinotic3,371,datasets/pokesprites/371.png
charizard26,372,datasets/pokesprites/372.png
remoraid45,373,datasets/pokesprites/373.png
klink7,374,datasets/pokesprites/374.png
growlithe18,375,datasets/pokesprites/375.png
squirtle65,376,datasets/pokesprites/376.png
mudkip1,377,datasets/pokesprites/377.png
blissey43,378,datasets/pokesprites/378.png
piplup12,379,datasets/pokesprites/379.png
gloom76,380,datasets/pokesprites/380.png
togepi3,381,datasets/pokesprites/381.png
glaceon38,382,datasets/pokesprites/382.png
clefairy25,383,datasets/pokesprites/383.png
smeargle34,384,datasets/pokesprites/384.png
elekid0,385,datasets/pokesprites/385.png
unown736,386,datasets/pokesprites/386.png
lampent11,387,datasets/pokesprites/387.png
hoothoot22,388,datasets/pokesprites/388.png
quilava4,389,datasets/pokesprites/389.png
eevee6,390,datasets/pokesprites/390.png
scraggy11,391,datasets/pokesprites/391.png
piloswine31,392,datasets/pokesprites/392.png
taillow26,393,datasets/pokesprites/393.png
cloyster48,394,datasets/pokesprites/394.png
bonsly22,395,datasets/pokesprites/395.png
gyarados74,396,datasets/pokesprites/396.png
larvitar23,397,datasets/pokesprites/397.png
raikou27,398,datasets/pokesprites/398.png
kabuto56,399,datasets/pokesprites/399.png
scizor15,400,datasets/pokesprites/400.png
seedot33,401,datasets/pokesprites/401.png
blastoise46,402,datasets/pokesprites/402.png
kingdra25,403,datasets/pokesprites/403.png
shellos25,404,datasets/pokesprites/404.png
ariados1,405,datasets/pokesprites/405.png
chinchou36,406,datasets/pokesprites/406.png
murkrow45,407,datasets/pokesprites/407.png
azelf10,408,datasets/pokesprites/408.png
raikou12,409,datasets/pokesprites/409.png
remoraid27,410,datasets/pokesprites/410.png
dugtrio20,411,datasets/pokesprites/411.png
ariados14,412,datasets/pokesprites/412.png
zubat77,413,datasets/pokesprites/413.png
torkoal33,414,datasets/pokesprites/414.png
leafeon21,415,datasets/pokesprites/415.png
chansey61,416,datasets/pokesprites/416.png
slowbro66,417,datasets/pokesprites/417.png
ursaluna5,418,datasets/pokesprites/418.png
darkrai7,419,datasets/pokesprites/419.png
hitmonchan65,420,datasets/pokesprites/420.png
hitmontop27,421,datasets/pokesprites/421.png
golduck12,422,datasets/pokesprites/422.png
jynx54,423,datasets/pokesprites/423.png
toxicroak35,424,datasets/pokesprites/424.png
hitmonchan21,425,datasets/pokesprites/425.png
magikarp52,426,datasets/pokesprites/426.png
tentacruel61,427,datasets/pokesprites/427.png
umbreon60,428,datasets/pokesprites/428.png
bagon44,429,datasets/pokesprites/429.png
cubone18,430,datasets/pokesprites/430.png
unown2,431,datasets/pokesprites/431.png
mawile15,432,datasets/pokesprites/432.png
eevee2,433,datasets/pokesprites/433.png
dedenne10,434,datasets/pokesprites/434.png
beautifly22,435,datasets/pokesprites/435.png
tyrogue5,436,datasets/pokesprites/436.png
bronzong31,437,datasets/pokesprites/437.png
furfrou12,438,datasets/pokesprites/438.png
rotom97,439,datasets/pokesprites/439.png
sunkern52,440,datasets/pokesprites/440.png
nincada29,441,datasets/pokesprites/441.png
clawitzer10,442,datasets/pokesprites/442.png
pikachu36,443,datasets/pokesprites/443.png
jirachi21,444,datasets/pokesprites/444.png
weavile54,445,datasets/pokesprites/445.png
raichu47,446,datasets/pokesprites/446.png
unown309,447,datasets/pokesprites/447.png
lickitung22,448,datasets/pokesprites/448.png
articuno56,449,datasets/pokesprites/449.png
meditite9,450,datasets/pokesprites/450.png
houndoom51,451,datasets/pokesprites/451.png
numel16,452,datasets/pokesprites/452.png
watchog5,453,datasets/pokesprites/453.png
bibarel18,454,datasets/pokesprites/454.png
chimchar17,455,datasets/pokesprites/455.png
cobalion3,456,datasets/pokesprites/456.png
snivy7,457,datasets/pokesprites/457.png
mudkip26,458,datasets/pokesprites/458.png
zeraora3,459,datasets/pokesprites/459.png
politoed70,460,datasets/pokesprites/460.png
magby8,461,datasets/pokesprites/461.png
azumarill35,462,datasets/pokesprites/462.png
relicanth26,463,datasets/pokesprites/463.png
heatran30,464,datasets/pokesprites/464.png
armaldo20,465,datasets/pokesprites/465.png
illumise24,466,datasets/pokesprites/466.png
chimchar25,467,datasets/pokesprites/467.png
poochyena3,468,datasets/pokesprites/468.png
blissey44,469,datasets/pokesprites/469.png
arceus192,470,datasets/pokesprites/470.png
gible44,471,datasets/pokesprites/471.png
drowzee5,472,datasets/pokesprites/472.png
lotad33,473,datasets/pokesprites/473.png
samurott6,474,datasets/pokesprites/474.png
jirachi26,475,datasets/pokesprites/475.png
aron25,476,datasets/pokesprites/476.png
slowbro34,477,datasets/pokesprites/477.png
swanna1,478,datasets/pokesprites/478.png
persian51,479,datasets/pokesprites/479.png
ninetales19,480,datasets/pokesprites/480.png
chandelure3,481,datasets/pokesprites/481.png
salamence33,482,datasets/pokesprites/482.png
unown981,483,datasets/pokesprites/483.png
glameow29,484,datasets/pokesprites/484.png
zweilous7,485,datasets/pokesprites/485.png
omastar11,486,datasets/pokesprites/486.png
nosepass12,487,datasets/pokesprites/487.png
pidgeotto35,488,datasets/pokesprites/488.png
mawile42,489,datasets/pokesprites/489.png
sunkern45,490,datasets/pokesprites/490.png
dratini28,491,datasets/pokesprites/491.png
venomoth41,492,datasets/pokesprites/492.png
kricketot18,493,datasets/pokesprites/493.png
alakazam96,494,datasets/pokesprites/494.png
pineco52,495,datasets/pokesprites/495.png
roselia30,496,datasets/pokesprites/496.png
wailmer4,497,datasets/pokesprites/497.png
cherubi19,498,datasets/pokesprites/498.png
aipom21,499,datasets/pokesprites/499.png
golbat32,500,datasets/pokesprites/500.png
weezing64,501,datasets/pokesprites/501.png
mantyke29,502,datasets/pokesprites/502.png
buizel41,503,datasets/pokesprites/503.png
drakloak3,504,datasets/pokesprites/504.png
floatzel38,505,datasets/pokesprites/505.png
fomantis6,506,datasets/pokesprites/506.png
magneton68,507,datasets/pokesprites/507.png
sudowoodo64,508,datasets/pokesprites/508.png
bagon37,509,datasets/pokesprites/509.png
dhelmise4,510,datasets/pokesprites/510.png
ambipom9,511,datasets/pokesprites/511.png
omanyte64,512,datasets/pokesprites/512.png
lickilicky21,513,datasets/pokesprites/513.png
weezing51,514,datasets/pokesprites/514.png
cherrim36,515,datasets/pokesprites/515.png
unown444,516,datasets/pokesprites/516.png
inkay8,517,datasets/pokesprites/517.png
psyduck19,518,datasets/pokesprites/518.png
scizor1,519,datasets/pokesprites/519.png
butterfree8,520,datasets/pokesprites/520.png
tympole12,521,datasets/pokesprites/521.png
ivysaur7,522,datasets/pokesprites/522.png
nosepass33,523,datasets/pokesprites/523.png
roselia48,524,datasets/pokesprites/524.png
emolga18,525,datasets/pokesprites/525.png
ninetales72,526,datasets/pokesprites/526.png
loudred23,527,datasets/pokesprites/527.png
tangela67,528,datasets/pokesprites/528.png
nidorina20,529,datasets/pokesprites/529.png
happiny12,530,datasets/pokesprites/530.png
parasect54,531,datasets/pokesprites/531.png
linoone19,532,datasets/pokesprites/532.png
paras24,533,datasets/pokesprites/533.png
barbaracle7,534,datasets/pokesprites/534.png
camerupt29,535,datasets/pokesprites/535.png
castform82,536,datasets/pokesprites/536.png
pinsir40,537,datasets/pokesprites/537.png
bellsprout19,538,datasets/pokesprites/538.png
shiftry16,539,datasets/pokesprites/539.png
dragonair68,540,datasets/pokesprites/540.png
sudowoodo5,541,datasets/pokesprites/541.png
hippopotas35,542,datasets/pokesprites/542.png
camerupt38,543,datasets/pokesprites/543.png
raichu87,544,datasets/pokesprites/544.png
vaporeon52,545,datasets/pokesprites/545.png
gloom6,546,datasets/pokesprites/546.png
tentacruel4,547,datasets/pokesprites/547.png
beedrill1,548,datasets/pokesprites/548.png
pikachu80,549,datasets/pokesprites/549.png
furfrou6,550,datasets/pokesprites/550.png
beautifly34,551,datasets/pokesprites/551.png
doduo11,552,datasets/pokesprites/552.png
calyrex1,553,datasets/pokesprites/553.png
haunter25,554,datasets/pokesprites/554.png
dewgong36,555,datasets/pokesprites/555.png
electrode38,556,datasets/pokesprites/556.png
chikorita33,557,datasets/pokesprites/557.png
exploud21,558,datasets/pokesprites/558.png
ninetales1,559,datasets/pokesprites/559.png
elekid46,560,datasets/pokesprites/560.png
magikarp98,561,datasets/pokesprites/561.png
sceptile34,562,datasets/pokesprites/562.png
cacnea30,563,datasets/pokesprites/563.png
gothorita0,564,datasets/pokesprites/564.png
poliwag38,565,datasets/pokesprites/565.png
aerodactyl22,566,datasets/pokesprites/566.png
castform48,567,datasets/pokesprites/567.png
magneton63,568,datasets/pokesprites/568.png
piloswine46,569,datasets/pokesprites/569.png
bellossom27,570,datasets/pokesprites/570.png
tentacruel49,571,datasets/pokesprites/571.png
ariados55,572,datasets/pokesprites/572.png
koffing56,573,datasets/pokesprites/573.png
mew46,574,datasets/pokesprites/574.png
vileplume42,575,datasets/pokesprites/575.png
kingdra1,576,datasets/pokesprites/576.png
dustox45,577,datasets/pokesprites/577.png
nincada7,578,datasets/pokesprites/578.png
seel15,579,datasets/pokesprites/579.png
yanmega18,580,datasets/pokesprites/580.png
togetic32,581,datasets/pokesprites/581.png
lanturn43,582,datasets/pokesprites/582.png
tepig4,583,datasets/pokesprites/583.png
makuhita16,584,datasets/pokesprites/584.png
parasect51,585,datasets/pokesprites/585.png
aerodactyl0,586,datasets/pokesprites/586.png
gothita1,587,datasets/pokesprites/587.png
escavalier12,588,datasets/pokesprites/588.png
remoraid6,589,datasets/pokesprites/589.png
heatran4,590,datasets/pokesprites/590.png
tangela53,591,datasets/pokesprites/591.png
kakuna36,592,datasets/pokesprites/592.png
glameow22,593,datasets/pokesprites/593.png
skarmory29,594,datasets/pokesprites/594.png
hoppip18,595,datasets/pokesprites/595.png
skiploom42,596,datasets/pokesprites/596.png
swalot53,597,datasets/pokesprites/597.png
dragalge6,598,datasets/pokesprites/598.png
forretress2,599,datasets/pokesprites/599.png
pidgeot0,600,datasets/pokesprites/600.png
xurkitree3,601,datasets/pokesprites/601.png
wynaut3,602,datasets/pokesprites/602.png
kirlia32,603,datasets/pokesprites/603.png
altaria9,604,datasets/pokesprites/604.png
drapion12,605,datasets/pokesprites/605.png
ambipom23,606,datasets/pokesprites/606.png
scrafty10,607,datasets/pokesprites/607.png
gabite7,608,datasets/pokesprites/608.png
yanma45,609,datasets/pokesprites/609.png
grimer64,610,datasets/pokesprites/610.png
tangrowth43,611,datasets/pokesprites/611.png
clefable42,612,datasets/pokesprites/612.png
dratini57,613,datasets/pokesprites/613.png
poliwag30,614,datasets/pokesprites/614.png
arceus34,615,datasets/pokesprites/615.png
noctowl7,616,datasets/pokesprites/616.png
sandshrew64,617,datasets/pokesprites/617.png
graveler54,618,datasets/pokesprites/618.png
sudowoodo56,619,datasets/pokesprites/619.png
sandshrew40,620,datasets/pokesprites/620.png
meganium14,621,datasets/pokesprites/621.png
masquerain36,622,datasets/pokesprites/622.png
kingdra44,623,datasets/pokesprites/623.png
alakazam38,624,datasets/pokesprites/624.png
clamperl3,625,datasets/pokesprites/625.png
starmie45,626,datasets/pokesprites/626.png
lucario24,627,datasets/pokesprites/627.png
clefairy45,628,datasets/pokesprites/628.png
gallade26,629,datasets/pokesprites/629.png
staryu45,630,datasets/pokesprites/630.png
dewgong34,631,datasets/pokesprites/631.png
dewott8,632,datasets/pokesprites/632.png
shinx45,633,datasets/pokesprites/633.png
kadabra28,634,datasets/pokesprites/634.png
ursaring4,635,datasets/pokesprites/635.png
shelgon41,636,datasets/pokesprites/636.png
dragonite68,637,datasets/pokesprites/637.png
machoke22,638,datasets/pokesprites/638.png
girafarig35,639,datasets/pokesprites/639.png
combusken1,640,datasets/pokesprites/640.png
cubone37,641,datasets/pokesprites/641.png
bastiodon3,642,datasets/pokesprites/642.png
metapod62,643,datasets/pokesprites/643.png
tyrogue18,644,datasets/pokesprites/644.png
spinarak57,645,datasets/pokesprites/645.png
